Clients,Throughput_ops,Median_Latency_us
2,30973.48901230112,62.164500000000004
5,46635.87213870991,97.901
10,48677.97848256394,202.03750000000002
20,45865.625708728876,405.132
50,49442.42960185371,1019.0274999999999
100,46826.37816085888,1782.8545
