Clients,Throughput_ops,Median_Latency_us
2,26775.13576325626,68.068
5,44711.036995263574,106.524
10,47279.13837785186,207.0165
20,48572.0674903729,408.9785
50,52429.26568192787,987.8444999999999
100,55060.89116877458,1837.5105
150,50462.66596373162,2777.9465
200,44883.277836164365,3721.1215
