Clients,Throughput_ops,Median_Latency_us
2,25689.462492769082,73.281
5,26007.90079393637,168.259
10,32389.035084736526,273.521
20,33836.38911751969,544.8824999999999
50,27894.34411618063,1391.6755
100,19390.369820413063,2770.7295
