Clients,Throughput_ops,Median_Latency_us
2,20496.229352307382,92.0515
5,21196.29598009176,230.826
10,20885.03869982311,470.5645
20,21153.271128449822,934.913
50,21151.76806659634,2327.9224999999997
100,27296.344615350277,3189.9585
120,20011.263579346698,3140.328
