Clients,Throughput_ops,Median_Latency_us
2,16548.393720689146,116.053
5,16617.6157884304,292.086
10,16570.312424600543,593.117
20,17232.007866461354,1149.7420000000002
50,17340.826972935185,2748.5135
100,19936.520260831494,2122.465
120,17737.045881048,2967.5775000000003
